Id,SalePrice
1781,329702.30528015224
2397,287074.263776989
2340,249670.60644105205
1618,171924.01989069366
2843,179139.29134792797
1061,317492.69773291884
2786,119486.70024744811
1935,155003.6953763343
1341,153669.03325085022
521,253474.712431664
2136,138810.5909725489
996,194305.94436837023
227,190271.91954791424
135,171552.10810875022
1167,163493.85429864292
294,226203.25819639923
1776,202600.53216801886
540,163890.12852136442
1717,188918.75199427147
2303,117577.61517599682
116,200018.17786069622
127,167129.78346125144
1371,180904.41358046184
1014,153874.18142280012
1507,104888.17845366403
702,123532.99776115731
750,167120.2359282096
261,173478.1845152079
1559,44937.804880501586
577,251514.63523513445
2812,218858.81737667858
2080,199388.1397528787
1368,143150.09795797794
2376,135803.680795701
659,113490.91556474911
1235,130022.56094802174
332,100549.65974964351
1917,170415.3671191199
2094,234577.6840060199
1460,274491.5743823822
1471,238768.4977760071
1509,160746.9147326836
1922,133540.4146529367
433,425782.04299643915
460,244464.92360012783
1116,246905.48072578173
1137,158821.10436695782
53,151547.89720792358
2354,270461.84293975856
1475,219684.23701467377
1761,429360.1407134563
842,138315.43658523783
2739,182114.3498435515
2509,166627.92128941917
1007,225804.5985797696
2610,219665.88340005963
1952,89476.60807564392
2719,199601.50106312468
2921,105955.83210700273
1966,148138.3205459367
292,215316.6818937615
1204,209244.2900916703
1829,265379.6047953699
2419,206607.15400202828
391,172690.96149408203
798,145169.11910570395
481,226864.427989758
193,224382.93139400677
555,148829.034038461
899,45737.56387167232
2357,210914.17910019652
328,126105.50182780661
1356,117645.88047814419
1154,146633.6004297572
1730,202911.01319926156
2249,147994.92237963207
1119,262277.0553984849
2856,204374.51608148005
1394,185946.1391066836
2587,93983.28270994304
61,269617.7129300193
2661,177445.8004184977
2711,144606.8842706406
1147,182033.47021965432
757,128763.03578888839
2623,52561.879012378005
2378,141256.78820213256
1413,161982.37060186852
1722,210319.18332078226
1112,213097.11206041212
1623,212678.18602365203
1201,201474.81461452335
1513,179122.46750345847
957,248850.69960296658
1171,246428.0139315329
1145,197247.3390074943
2726,211414.4500049671
703,145579.30063545358
760,127735.13325279823
1964,152964.71209847246
2512,199070.02998167372
159,117198.4287813349
1281,184102.28691868245
468,214435.93703979324
290,186580.42990470544
665,105173.93989954161
1463,244956.20310744253
1792,226967.16358680744
923,140489.34307382532
500,247754.82691912042
1408,424055.1519601584
331,30011.423323176365
170,142220.3848600817
2192,112999.38385157472
2571,313523.5164037919
2314,173927.82382399682
2647,95736.27315344181
422,369266.7243284081
2457,323103.7087604837
1838,187539.70203483987
2805,259206.12221029866
1645,176631.0235630527
1711,297548.6465295157
2825,287069.2978182464
322,284701.2727850374
2103,260517.770368644
342,128459.26562718925
600,126616.87074700904
488,208425.8435064478
1725,282426.4887218144
2246,211920.50261920827
2847,219068.63895578095
806,246287.8200189284
530,238515.5206402904
963,214661.41888546728
2678,117627.64492916586
171,109637.93656227141
2401,337306.9631515908
805,233111.55356770966
2259,190905.99291542303
1748,191831.90774896188
1361,138635.82559566427
1677,122795.37415396965
1406,144671.7995800733
2322,241102.6454227312
688,175746.48349743002
143,159769.4282475302
804,203605.47576180715
1214,167217.49835403584
2828,87363.27051415395
1999,169850.36455166937
2467,200980.41886951096
2665,155148.3752849133
1538,283230.0916706887
398,111081.10856953851
2822,148974.3983415335
2157,135335.45208063297
1856,189969.64467203952
1269,73896.3196713573
2570,125399.91684625571
2320,245871.9311718792
1517,163624.24022695574
2304,108412.40209494047
1312,124216.56520503029
2012,181442.59885498296
506,206858.79219959214
2865,181593.7686117017
2367,116348.45061758172
554,96708.80862888494
238,147417.4371894033
1954,113885.92110774179
2488,177092.5302765559
2291,107008.82980275429
1969,68259.22178837359
2725,217524.96953588285
1482,137762.48546286573
2763,214071.89785336843
503,244733.300933458
1584,248022.91704377608
1531,109215.37516400334
2210,143401.62118548152
459,286650.3650499213
556,149095.39155844424
1347,138836.42123209377
1290,81346.64271272229
1388,135178.61282369815
1571,176107.5479915875
2754,225354.67287972345
765,141347.80531081493
2494,160980.33915670053
2870,198776.6065475326
7,178610.97806215804
1114,242371.04011036924
2418,269304.82565238606
291,142450.245064024
18,326438.57912055124
39,338645.4200991108
1001,216855.21061516603
2442,244617.9229731898
616,178800.15794850924
2680,51342.111940300994
1414,163108.97696343443
289,233597.72740328385
40,250782.69104789314
860,128470.73842010055
409,98363.64008459882
673,155280.25657039043
2427,164859.76435305292
2036,219833.17442150472
2564,155795.51055374378
642,173383.11015641576
1008,203147.0341725268
1908,121491.65139058922
2519,121496.87557201937
1369,92813.6181920332
2855,139761.31691619733
712,71209.52733264856
1943,159897.34487333568
1958,154759.2165465511
107,108219.37235989346
2295,157721.40709276008
704,127387.3740326894
676,115487.38757856186
259,206465.85618158485
93,259439.9552789103
106,254037.18579257658
2315,189309.2166755585
1050,113669.77038598001
1095,226197.5887584411
2709,188080.05215751208
758,125044.45235794596
1496,163881.1642995655
2370,127746.06140633632
2458,266710.50337077916
2733,152886.66439986488
161,250019.5905805968
726,149959.11372860632
845,232034.88698648714
947,234089.497408726
2232,145337.32046432252
2563,155848.85890753107
2299,118287.65177861025
211,96518.59819088026
605,170023.7421208351
1478,213417.8970085429
2247,235957.35892961957
2274,163486.43778858025
2869,210556.12695773313
967,226829.69408349227
2656,119731.56985827685
667,193488.64940614768
1042,114263.06496652294
2023,166870.4300725529
2447,343861.602608288
2055,172309.15804667232
2275,268379.15969803015
2204,200790.5231806206
1563,205027.3940573758
483,204238.51240418648
796,145692.48249422832
1526,139916.46070937873
2042,125826.79893306503
442,334831.995971731
1693,328076.72505878913
1468,237364.6690424185
1430,201365.21547654155
2605,186638.48650530435
1529,192826.4932581583
335,121458.63763732751
1287,122664.40192508016
31,117671.22242273824
1785,262858.55914439214
82,158719.10582677694
2620,211943.64625618202
252,201165.87129481704
721,65882.6037447986
2165,213718.2320880587
2316,202534.31887013928
775,168767.37316248036
1558,98965.89363298348
17,197351.2128927859
1022,254143.8053800429
925,138682.25868661882
438,270741.74081978
1270,142989.25690545063
1272,129845.01867594442
215,204606.4580286237
266,237816.45142697298
2402,293607.6279426374
1250,128354.76292916451
1984,109146.71174813255
1279,185418.8265634705
377,243868.78080636344
1252,130327.66136735387
2156,289732.8197008001
499,276639.7601932459
1374,196653.0144854668
2898,226806.11599410046
401,118246.83145035736
2721,235951.01269301394
2078,237264.82377285106
2589,144061.19809047703
1946,218077.17264257162
1334,138537.835799507
2781,229687.24984526413
431,338654.1804554733
576,113777.13822993335
1474,232223.0731690695
2254,114595.8371908749
2155,283004.3340685379
885,120861.40583370876
643,147499.45095045026
1944,151628.2043588813
480,216914.55772014457
2845,148592.54644090688
2387,294408.468502503
2407,214306.6237780989
2527,165861.23191871034
2514,159135.0015788452
629,170763.7647973264
80,201358.30916144908
1876,159925.30436602386
1546,155945.98592240177
2518,183495.997109955
2347,163987.1968490461
783,217868.8337768782
1322,41433.78682539519
194,119893.78846063449
1770,270188.2105446021
2143,165581.9965625479
1229,199504.3025064675
511,284086.5469703268
46,209285.08499939882
1348,199171.2440934646
2465,219592.47695128637
387,244266.59250035466
873,233852.32711727542
1918,119803.19377362226
2764,239260.26889607243
2184,128165.03513388851
934,181808.02414201887
1920,139134.71841704586
2631,158401.6074518182
1768,413863.5731180819
2040,146699.5908717505
1749,226950.03606587756
834,257620.25235394522
1457,266798.8990969502
79,56024.827863484665
2302,104249.50011653667
1817,130538.67322638081
2755,235970.90628722892
359,200242.57778914802
2059,149664.5749863839
2092,202791.1441322662
2516,227105.91514127457
150,90705.57311697456
1656,150157.0408394389
83,86633.25860227105
2411,207002.19654331804
795,30976.92952868805
2312,235804.64428906178
2917,70635.90339906876
1624,190158.51511103407
2215,258338.73077822788
1211,160313.47170530877
1485,149878.6336557882
1024,200426.67193715685
570,191874.669256231
2874,172387.1775566612
700,150699.0878370856
2756,232551.543063062
2022,182618.3782747699
583,224325.79080873125
2392,298882.7478078274
2424,186419.9121511895
212,166148.62018295747
736,172509.94409161826
1610,168697.6269254787
890,143111.596025026
467,204057.2579868551
578,183717.14690045035
1747,185655.0938040923
1149,128811.41694338215
2758,260394.8028216823
857,131706.7251624568
2219,252660.47340292914
733,117968.66729048992
2909,125708.23353717261
1798,263800.26830946334
235,169865.34596665236
2366,150073.80626128346
1027,138847.2098586811
1195,127966.80808800926
1303,48753.97658216907
148,173713.47439950673
608,152123.82706940343
2515,196958.6717927671
821,279028.6588053076
2500,253470.30797933982
745,152581.33470224575
741,161673.89427292964
1611,108825.52648137878
2532,131824.6705723763
1081,199978.20477776873
1692,354981.2143305086
2520,129887.70708464575
276,153663.02099828998
1992,162765.29809724778
663,41128.089086232474
418,81963.36772232749
1733,212102.00648985978
2359,129640.4761747077
253,229176.21514459798
1518,208874.32768778817
2035,192796.44093192831
2919,101392.05790624478
1540,258030.03115472608
2120,138487.72537628745
1674,175581.3024033842
256,131263.9304329793
2361,98953.48289854916
978,38229.7040328937
2280,131003.64744410107
2095,189866.71245087963
1709,304211.0043817515
2801,268302.762440002
1246,129155.45885813382
2373,125764.3071529817
1055,257928.9054458442
2017,170890.0374264868
1099,246179.35208068584
1344,81040.5966248635
835,180565.64655679703
1117,224702.97426595265
2043,87175.79466212535
2085,109930.29172285735
410,146177.413685403
2650,120116.06851543143
2867,153355.02747046278
1668,105076.56829635073
1161,194275.893029593
2122,196329.98700926942
2539,131414.6001217144
1047,105083.99571818915
1445,133557.90738382767
541,136919.89642398994
569,200752.87386818207
1276,150042.80764888518
918,125793.33766861432
326,172994.6755207332
1936,152188.82040457398
895,105700.4548105175
257,132527.68313929837
1241,181407.9679519416
1545,143148.77748467214
1189,195420.87610726664
270,127714.8303100148
2066,258593.7135133801
693,102001.22883365481
1259,152167.90687571032
2916,137840.0181178521
2321,288293.3369182283
1977,96613.04303637886
1895,147123.8693650877
1240,177101.44691139765
85,201901.73860277567
1823,163945.85616345247
825,279059.2982368452
110,237240.92122724783
697,145662.82120116893
2297,96604.54747263552
1231,144751.63321557033
1355,188361.50280286974
968,328901.5837864914
584,218750.2894461587
1315,130559.78952956838
1606,124573.12958905357
206,94905.12316985187
1685,317844.0780944327
2016,171937.89860164878
869,223180.22700422682
2135,111012.64510471206
2346,192870.48055338376
2430,204999.34216789866
2198,97884.40937722806
2652,87158.34166273131
27,106166.99604160874
241,218083.6406985732
906,185578.21932574268
1506,171481.71323156523
2098,330193.1357133613
1435,232280.73341860474
2213,97467.84606852291
1274,161848.34540756964
743,25622.98230277159
1737,205355.19143418534
2797,283178.4589338871
2185,20698.308290930523
58,165206.23025160484
830,222746.62853338235
808,45020.799156970315
680,204064.79917065165
1153,143314.9365338115
1291,138051.9527562846
1818,50871.85756552918
2161,210135.76830606352
1883,130869.97582099945
350,283737.8579851283
2473,170911.2881028031
295,170801.2474240228
293,285161.9148722707
859,103577.85254588518
288,90899.87440123686
1578,137531.40598237707
102,177012.99235049033
2831,199804.52385917222
1030,191163.8588588375
2551,141449.9652085895
1286,165926.86755064898
958,292121.37801583746
776,161890.4161954822
72,234873.8486167887
2263,251573.70511990087
1866,128729.9656743875
2876,81566.65325726506
2146,273005.6469851581
103,176783.13333027562
1500,82134.98484719092
492,197991.21349033367
167,151565.2363781784
2597,122227.17034710587
2685,147423.3949422342
1035,152077.25779988783
1220,49130.52321928507
2602,152854.39608970136
2159,235291.71274659634
695,154401.89421847896
1109,229928.36028516124
640,160672.77919272595
1652,148514.8961677327
2090,201743.57966835203
1188,203095.24677146235
2345,257007.56614876655
1059,365288.98543953785
2751,243854.35962164088
128,245468.64663571227
1523,178026.94082850966
2925,151464.5414884618
2145,274590.9417005312
1121,219313.6970188436
566,281996.82336345746
565,217491.440963281
1331,187004.88869914654
2928,96182.05227156323
156,138166.62254391957
797,189435.70802522532
327,104883.71296682234
2859,139913.041848564
1453,98120.28332306113
1762,288756.6777701381
1868,209536.43693178808
1760,192349.24862041906
1113,245670.1818443272
1812,189098.77014747245
117,162970.31399589786
1142,214526.83318273083
2342,306121.7082374154
927,132667.80119415268
2478,180995.360687349
655,71731.82016358779
2064,165589.3121012922
369,250634.26970551646
2239,132181.08324441072
2732,195627.65628043076
1653,162725.0252080946
959,204149.17850278167
2395,324161.3455426246
1412,108704.40571917187
271,272833.3189353917
1484,132117.79186795803
1497,188518.6734127643
552,54390.59554672387
2,123225.44628827146
1855,322150.0844831525
4,287402.0406983407
2292,122068.17429549343
134,180394.14234643162
646,92120.58740698104
42,302784.9000300608
532,218917.05540637858
713,107798.76699996991
2561,139452.16366773713
2360,142578.8512964656
1333,164664.7531701371
1407,221050.8597952375
2892,252826.12425158278
574,223681.1434075854
1227,180771.26951604098
2591,204342.90849901238
1476,231907.53462028218
1125,259337.0914596757
1446,122635.14653161669
408,110971.64011535977
1101,265560.085377465
2251,204352.55128234057
373,186307.0147028386
2554,124477.41022888382
2382,269603.0249024086
1985,97776.99214286641
519,207202.92715826994
1093,212597.1564429885
864,264372.1961965829
2889,114883.54047480189
2308,189110.83928929127
986,177923.45507967295
1302,159784.2368624956
585,144927.59097419906
2708,199810.09768956155
147,138121.92653605482
1441,243563.0226985975
383,182681.83158876598
285,166007.31930478683
181,155805.8462645075
358,178972.69735435152
780,154340.10813198434
258,218939.75261718477
1865,231922.84369040583
692,164513.53514020643
2902,296052.0968519366
508,247375.6180737266
2638,174949.31801276337
36,139285.58971036016
611,171300.25931858615
2281,75499.80203330294
1678,153942.51814604533
1696,369640.9707600725
1557,97536.48833865036
2180,185895.33053318676
1726,207090.4238478709
951,119151.53529825706
267,251482.680915576
2706,191272.37314840595
2221,210444.84073867105
1357,154363.4572696994
2901,269383.2359071375
347,169109.04997623304
2164,218584.2868185875
1586,270022.75840094226
360,177114.3573635437
1769,227845.5714652667
2617,121800.79077858274
1879,153114.43811652268
991,184346.80672601235
1535,147829.61786402707
1191,151547.0063125867
1579,203589.43520005094
1882,150722.49744113194
1510,165003.22061829027
2196,184837.85327943397
1845,181234.9785858679
2336,329261.95111137204
942,96948.10588970031
861,120845.20879034395
2555,152496.24581266817
1392,196012.956434793
2099,264301.4506925628
1543,138987.8134338574
948,291061.3095685046
1239,203444.89480012382
22,158491.31090421713
2796,243127.64817982496
2747,171421.66270491589
92,261074.88979210693
210,168125.2900376018
1858,113148.65586414601
2228,163709.22185567615
447,232221.80460889312
827,279001.2988443041
1649,228288.85810401174
682,120912.87276172015
2698,142572.18122281774
494,163209.12352427846
214,165887.52679076578
2441,243681.94662849215
2679,111986.8295907061
1336,135323.3081993208
465,214040.3027456717
1524,130389.45557645129
2543,119040.21928417901
631,142824.4102385001
2452,281146.85571499745
228,219100.18716819905
126,163239.3735813755
1092,206294.55077083598
1122,213718.9776327905
932,166934.03772040474
1980,91161.0941230413
2171,128161.25957389147
551,148274.44094803656
2768,177578.33992646507
2056,161161.15502006855
1159,344155.4800586625
2645,130094.44637089726
1174,179010.38247836803
2266,241346.12686419548
2462,373735.43413432
1219,159090.2703297256
2922,144807.12467965684
118,162207.25863204568
474,169073.08391707056
2576,169136.97977214624
872,288111.5480625852
1077,205901.02982584052
1536,120085.09375112422
1150,179143.4273674787
2341,249788.54536134304
1931,154678.79147164698
2785,109127.82273133755
2538,139192.99853960573
597,204873.9053118262
464,188808.30705770678
233,213329.2496738772
2169,141950.82657019995
2123,190437.1042051009
1867,178346.8060558901
137,252753.70147743414
515,238749.29931151387
933,123755.64982534174
2784,149393.6764312817
972,147759.39238400466
599,186806.01291653156
2614,134995.1418990502
2582,120456.581373785
1409,210853.34206265825
175,110999.21108998299
352,167629.25141491505
976,54995.56076797345
2134,220049.02105985195
984,97198.6655833376
2396,324238.3275350729
1673,124841.75911620706
404,119369.70024992345
607,189793.042155851
814,119702.04009678852
868,217235.95391642256
2271,201492.88677781465
1633,229450.449250122
337,192958.51774065336
2765,171168.53885653248
1746,243331.02034865087
368,293057.77678039134
2806,245739.7789522765
1662,202998.1926891799
1234,229612.8002063585
1373,177106.94881545994
1672,92183.90179778039
1939,138432.88904640338
