,station,date,tavg,preciptotal,sealevel,resultspeed,resultdir,rel_hum,trap,nummosquitos,wnvpresent,tot_mos_species,species_PIPIENS,species_PIPIENS/RESTUANS,species_RESTUANS,latitude,longitude,year_2009,year_2011,year_2013,mnth_sin,mnth_cos,year_2010,year_2012,year_2014
28,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T015,1,0,1,0,1,0,41.974089,-87.824812,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
29,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T015,2,0,2,0,0,1,41.974089,-87.824812,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
30,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T045,1,0,1,0,1,0,41.9216,-87.666455,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
31,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T045,2,0,2,0,0,1,41.9216,-87.666455,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
32,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T045,1,0,1,1,0,0,41.9216,-87.666455,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
33,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T046,1,0,1,0,0,1,41.891118,-87.65449100000002,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
34,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T049,2,0,2,0,0,1,41.896282,-87.655232,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
35,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T050,1,0,1,0,1,0,41.919343,-87.694259,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
36,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T050,1,0,1,0,0,1,41.919343,-87.694259,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
37,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T054,3,0,3,0,0,1,41.921965,-87.632085,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
38,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T143,2,0,2,0,1,0,41.999129,-87.795585,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
39,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T143,9,0,9,0,0,1,41.999129,-87.795585,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
40,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T153,3,0,3,0,0,1,41.907645,-87.760886,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
41,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T009,2,0,2,0,0,1,41.98196400000001,-87.812827,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
42,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T011,1,0,1,0,0,1,41.944869,-87.832763,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
43,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T016,1,0,1,0,0,1,42.011601,-87.81150600000002,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
44,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T019,1,0,1,0,0,1,41.94983,-87.69845699999998,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
45,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T025,1,0,1,0,0,1,41.979243,-87.750938,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
46,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T028,2,0,2,0,0,1,41.986921,-87.689778,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
47,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T033,3,0,3,0,0,1,41.906638,-87.701431,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
48,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T141,1,0,1,0,1,0,41.961743,-87.76007,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
49,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T141,2,0,2,0,0,1,41.961743,-87.76007,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
50,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T142,1,0,1,0,1,0,41.953067,-87.776792,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
51,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T142,3,0,3,0,0,1,41.953067,-87.776792,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
52,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T146,1,0,1,0,1,0,41.958271,-87.702575,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
53,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T146,2,0,2,0,0,1,41.958271,-87.702575,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
54,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T147,1,0,1,0,0,1,41.932094,-87.700117,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
55,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T149,1,0,1,0,1,0,41.994469,-87.667736,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
56,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T150,2,0,2,0,0,1,42.006858,-87.675919,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
57,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T151,1,0,1,0,1,0,41.916265,-87.800515,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
58,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T151,10,0,10,0,0,1,41.916265,-87.800515,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
59,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T154,1,0,1,0,0,1,41.918705,-87.752329,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
60,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T218,2,0,2,0,1,0,41.948167,-87.730698,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
61,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T218,1,0,1,0,0,1,41.948167,-87.730698,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
62,1,2007-06-05,56.0,0.42,29.79,5.2,5,74.94648694408086,T220,1,0,1,0,0,1,41.963976,-87.69181,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
63,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T048,1,0,1,0,1,0,41.867108,-87.654224,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
64,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T048,1,0,1,0,0,1,41.867108,-87.654224,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
65,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T048,2,0,2,1,0,0,41.867108,-87.654224,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
66,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T086,4,0,4,0,0,1,41.688324,-87.676709,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
67,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T094,2,0,2,0,1,0,41.720848,-87.666014,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
68,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T096,1,0,1,0,1,0,41.731922,-87.677512,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
69,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T096,1,0,1,0,0,1,41.731922,-87.677512,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
70,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T096,1,0,1,1,0,0,41.731922,-87.677512,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
71,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T159,1,0,1,0,0,1,41.732984,-87.649642,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
72,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T031,1,0,1,0,1,0,41.801498,-87.763416,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
73,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T089,1,0,1,0,0,1,41.723195,-87.64997,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
74,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T090,1,0,1,0,1,0,41.868077,-87.666901,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
75,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T090,7,0,7,0,0,1,41.868077,-87.666901,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
76,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T092,1,0,1,0,1,0,41.869216,-87.627561,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
77,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T135,2,0,2,0,1,0,41.662014,-87.72460799999998,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
78,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T135,4,0,4,0,0,1,41.662014,-87.72460799999998,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
79,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T135,1,0,1,1,0,0,41.662014,-87.72460799999998,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
80,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T145,3,0,3,0,0,1,41.878114,-87.629798,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
81,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T152,1,0,1,0,0,1,41.846075,-87.716277,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
82,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T158,3,0,3,0,1,0,41.682587,-87.707973,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
83,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T158,8,0,8,0,0,1,41.682587,-87.707973,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
84,2,2007-06-05,57.0,0.27,29.78,6.2,3,69.73225634806154,T162,1,0,1,0,1,0,41.725517,-87.61425799999998,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
85,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T002,1,0,1,0,1,0,41.95469,-87.800991,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
86,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T002,4,0,4,0,0,1,41.95469,-87.800991,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
87,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T002,1,0,1,0,0,0,41.95469,-87.800991,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
88,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T007,1,0,1,0,1,0,41.994991,-87.769279,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
89,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T007,4,0,4,0,0,1,41.994991,-87.769279,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
90,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T015,1,0,1,0,0,1,41.974089,-87.824812,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
91,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T045,1,0,1,0,1,0,41.9216,-87.666455,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
92,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T045,1,0,1,0,0,1,41.9216,-87.666455,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
93,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T046,1,0,1,0,1,0,41.891118,-87.65449100000002,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
94,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T046,6,0,6,0,0,1,41.891118,-87.65449100000002,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
95,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T049,1,0,1,0,0,1,41.896282,-87.655232,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
96,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T050,1,0,1,0,0,1,41.919343,-87.694259,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
97,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T129,1,0,1,0,1,0,41.891126,-87.61156,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
98,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T129,1,0,1,0,0,1,41.891126,-87.61156,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
99,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T143,1,0,1,0,1,0,41.999129,-87.795585,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
100,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T143,1,0,1,0,0,1,41.999129,-87.795585,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
101,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T148,2,0,2,0,1,0,42.01743,-87.68776899999997,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
102,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T148,2,0,2,0,0,1,42.01743,-87.68776899999997,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
103,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T011,2,0,2,0,1,0,41.944869,-87.832763,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
104,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T011,4,0,4,0,0,1,41.944869,-87.832763,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
105,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T016,2,0,2,0,1,0,42.011601,-87.81150600000002,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
106,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T016,2,0,2,0,0,1,42.011601,-87.81150600000002,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
107,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T019,1,0,1,0,0,1,41.94983,-87.69845699999998,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
108,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T025,1,0,1,0,1,0,41.979243,-87.750938,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
109,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T028,1,0,1,0,1,0,41.986921,-87.689778,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
110,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T028,9,0,9,0,0,1,41.986921,-87.689778,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
111,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T033,2,0,2,0,1,0,41.906638,-87.701431,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
112,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T033,3,0,3,0,0,1,41.906638,-87.701431,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
113,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T141,1,0,1,0,1,0,41.961743,-87.76007,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
114,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T141,3,0,3,0,0,1,41.961743,-87.76007,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
115,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T142,4,0,4,0,0,1,41.953067,-87.776792,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
116,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T146,6,0,6,0,0,1,41.958271,-87.702575,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
117,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T147,1,0,1,0,0,1,41.932094,-87.700117,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
118,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T150,2,0,2,0,0,1,42.006858,-87.675919,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
119,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T151,3,0,3,0,1,0,41.916265,-87.800515,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
120,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T151,6,0,6,0,0,1,41.916265,-87.800515,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
121,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T220,1,0,1,0,0,1,41.963976,-87.69181,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
122,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T001,1,0,1,0,1,0,41.953705,-87.733974,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
123,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T003,2,0,2,0,0,1,41.964242,-87.757639,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
124,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T006,1,0,1,0,1,0,41.990284,-87.797127,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
125,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T006,1,0,1,0,0,1,41.990284,-87.797127,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
126,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T008,2,0,2,0,0,1,42.008314,-87.77792099999998,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
127,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T012,2,0,2,0,1,0,41.991429,-87.747113,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
128,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T037,1,0,1,0,0,1,41.921177,-87.79518,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
129,1,2007-06-26,81.0,0.16,30.11,6.1,22,67.28707585438498,T219,1,0,1,0,0,1,41.966987,-87.674677,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
130,2,2007-06-26,82.0,0.001,30.09,7.3,21,65.15335154213986,T048,2,0,2,0,1,0,41.867108,-87.654224,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
131,2,2007-06-26,82.0,0.001,30.09,7.3,21,65.15335154213986,T086,1,0,2,0,1,0,41.688324,-87.676709,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
132,2,2007-06-26,82.0,0.001,30.09,7.3,21,65.15335154213986,T086,2,0,2,0,0,1,41.688324,-87.676709,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
133,2,2007-06-26,82.0,0.001,30.09,7.3,21,65.15335154213986,T096,5,0,5,0,0,1,41.731922,-87.677512,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
134,2,2007-06-26,82.0,0.001,30.09,7.3,21,65.15335154213986,T090,10,0,10,0,1,0,41.868077,-87.666901,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
135,2,2007-06-26,82.0,0.001,30.09,7.3,21,65.15335154213986,T090,19,0,19,0,0,1,41.868077,-87.666901,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
136,2,2007-06-26,82.0,0.001,30.09,7.3,21,65.15335154213986,T090,1,0,1,1,0,0,41.868077,-87.666901,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
137,2,2007-06-26,82.0,0.001,30.09,7.3,21,65.15335154213986,T135,20,0,20,0,1,0,41.662014,-87.72460799999998,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
138,2,2007-06-26,82.0,0.001,30.09,7.3,21,65.15335154213986,T135,25,0,25,0,0,1,41.662014,-87.72460799999998,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
139,2,2007-06-26,82.0,0.001,30.09,7.3,21,65.15335154213986,T135,6,0,6,1,0,0,41.662014,-87.72460799999998,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
140,2,2007-06-26,82.0,0.001,30.09,7.3,21,65.15335154213986,T145,1,0,1,0,0,1,41.878114,-87.629798,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
141,2,2007-06-26,82.0,0.001,30.09,7.3,21,65.15335154213986,T158,1,0,1,0,1,0,41.682587,-87.707973,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
142,2,2007-06-26,82.0,0.001,30.09,7.3,21,65.15335154213986,T158,4,0,4,0,0,1,41.682587,-87.707973,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
143,2,2007-06-26,82.0,0.001,30.09,7.3,21,65.15335154213986,T034,1,0,1,0,0,1,41.843811,-87.686763,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
144,2,2007-06-26,82.0,0.001,30.09,7.3,21,65.15335154213986,T040,5,0,5,0,1,0,41.852652,-87.719887,0,0,0,0.5000000000000003,-0.8660254037844385,0,0,0
