date,trap,latitude,longitude,nummosquitos,wnvpresent,year,month,day,tot_mos_species,species_PIPIENS,species_PIPIENS/RESTUANS,species_RESTUANS
2007-06-26,T148,42.01743,-87.68776899999999,2,0,2007,06,26,2,0,0,1
2007-06-26,T011,41.944869,-87.832763,2,0,2007,06,26,2,0,1,0
2007-06-26,T011,41.944869,-87.832763,4,0,2007,06,26,4,0,0,1
2007-06-26,T016,42.011601,-87.81150600000001,2,0,2007,06,26,2,0,1,0
2007-06-26,T016,42.011601,-87.81150600000001,2,0,2007,06,26,2,0,0,1
2007-06-26,T019,41.94983,-87.69845699999999,1,0,2007,06,26,1,0,0,1
2007-06-26,T025,41.979243,-87.750938,1,0,2007,06,26,1,0,1,0
2007-06-26,T028,41.986921,-87.689778,1,0,2007,06,26,1,0,1,0
2007-06-26,T028,41.986921,-87.689778,9,0,2007,06,26,9,0,0,1
2007-06-26,T033,41.906638,-87.701431,2,0,2007,06,26,2,0,1,0
2007-06-26,T033,41.906638,-87.701431,3,0,2007,06,26,3,0,0,1
2007-06-26,T090,41.868077,-87.666901,10,0,2007,06,26,10,0,1,0
2007-06-26,T090,41.868077,-87.666901,19,0,2007,06,26,19,0,0,1
2007-06-26,T090,41.868077,-87.666901,1,0,2007,06,26,1,1,0,0
2007-06-26,T135,41.662014,-87.72460799999999,20,0,2007,06,26,20,0,1,0
2007-06-26,T135,41.662014,-87.72460799999999,25,0,2007,06,26,25,0,0,1
2007-06-26,T135,41.662014,-87.72460799999999,6,0,2007,06,26,6,1,0,0
2007-06-26,T141,41.961743,-87.76007,1,0,2007,06,26,1,0,1,0
2007-06-26,T141,41.961743,-87.76007,3,0,2007,06,26,3,0,0,1
2007-06-26,T142,41.953067,-87.776792,4,0,2007,06,26,4,0,0,1
2007-06-26,T145,41.878114000000004,-87.629798,1,0,2007,06,26,1,0,0,1
2007-06-26,T146,41.958271,-87.702575,6,0,2007,06,26,6,0,0,1
2007-06-26,T147,41.932094,-87.700117,1,0,2007,06,26,1,0,0,1
2007-06-26,T150,42.006858,-87.675919,2,0,2007,06,26,2,0,0,1
2007-06-26,T151,41.916265,-87.800515,3,0,2007,06,26,3,0,1,0
2007-06-26,T151,41.916265,-87.800515,6,0,2007,06,26,6,0,0,1
2007-06-26,T158,41.682587,-87.707973,1,0,2007,06,26,1,0,1,0
2007-06-26,T158,41.682587,-87.707973,4,0,2007,06,26,4,0,0,1
2007-06-26,T220,41.963976,-87.69181,1,0,2007,06,26,1,0,0,1
2007-06-26,T001,41.953705,-87.733974,1,0,2007,06,26,1,0,1,0
2007-06-26,T003,41.964242,-87.757639,2,0,2007,06,26,2,0,0,1
2007-06-26,T006,41.990284,-87.797127,1,0,2007,06,26,1,0,1,0
2007-06-26,T006,41.990284,-87.797127,1,0,2007,06,26,1,0,0,1
2007-06-26,T008,42.008314,-87.77792099999999,2,0,2007,06,26,2,0,0,1
2007-06-26,T012,41.991429,-87.747113,2,0,2007,06,26,2,0,1,0
2007-06-26,T034,41.843810999999995,-87.686763,1,0,2007,06,26,1,0,0,1
2007-06-26,T037,41.921177,-87.79518,1,0,2007,06,26,1,0,0,1
2007-06-26,T040,41.852652,-87.719887,5,0,2007,06,26,5,0,1,0
2007-06-26,T040,41.852652,-87.719887,1,0,2007,06,26,1,0,0,1
2007-06-26,T043,41.857402,-87.694991,1,0,2007,06,26,1,0,0,1
2007-06-26,T047,41.868142,-87.696269,1,0,2007,06,26,1,0,1,0
2007-06-26,T047,41.868142,-87.696269,1,0,2007,06,26,1,0,0,1
2007-06-26,T051,41.846283,-87.656913,1,0,2007,06,26,1,0,1,0
2007-06-26,T085,41.721474,-87.648064,2,0,2007,06,26,2,0,0,1
2007-06-26,T088,41.869107,-87.69629300000001,1,0,2007,06,26,1,1,0,0
2007-06-26,T161,41.719059,-87.675088,3,0,2007,06,26,3,0,1,0
2007-06-26,T161,41.719059,-87.675088,5,0,2007,06,26,5,0,0,1
2007-06-26,T219,41.966986999999996,-87.674677,1,0,2007,06,26,1,0,0,1
2007-06-29,T002,41.95469,-87.800991,2,0,2007,06,29,2,0,1,0
2007-06-29,T015,41.974089,-87.824812,1,0,2007,06,29,1,0,1,0
2007-06-29,T015,41.974089,-87.824812,2,0,2007,06,29,2,0,0,1
2007-06-29,T046,41.891118,-87.65449100000001,2,0,2007,06,29,2,0,0,1
2007-06-29,T054,41.921965,-87.632085,3,0,2007,06,29,3,0,1,0
2007-06-29,T086,41.688324,-87.676709,2,0,2007,06,29,2,0,0,1
2007-06-29,T086,41.688324,-87.676709,1,0,2007,06,29,1,1,0,0
2007-06-29,T091,41.862292,-87.64886,1,0,2007,06,29,1,0,1,0
2007-06-29,T096,41.731922,-87.677512,1,0,2007,06,29,1,0,0,1
2007-06-29,T143,41.999128999999996,-87.795585,3,0,2007,06,29,3,0,0,1
2007-06-29,T148,42.01743,-87.68776899999999,2,0,2007,06,29,2,0,1,0
2007-06-29,T148,42.01743,-87.68776899999999,2,0,2007,06,29,2,0,0,1
2007-06-29,T153,41.907645,-87.760886,1,0,2007,06,29,1,0,0,1
2007-06-29,T016,42.011601,-87.81150600000001,2,0,2007,06,29,2,0,1,0
2007-06-29,T028,41.986921,-87.689778,2,0,2007,06,29,2,0,1,0
2007-06-29,T028,41.986921,-87.689778,1,0,2007,06,29,1,0,0,1
2007-06-29,T031,41.801497999999995,-87.763416,1,0,2007,06,29,1,1,0,0
2007-06-29,T089,41.723195000000004,-87.64997,2,0,2007,06,29,2,0,0,1
2007-06-29,T090,41.868077,-87.666901,1,0,2007,06,29,1,0,1,0
2007-06-29,T090,41.868077,-87.666901,6,0,2007,06,29,6,0,0,1
2007-06-29,T090,41.868077,-87.666901,3,0,2007,06,29,3,1,0,0
2007-06-29,T135,41.662014,-87.72460799999999,3,0,2007,06,29,3,0,0,1
2007-06-29,T141,41.961743,-87.76007,1,0,2007,06,29,1,0,0,1
2007-06-29,T142,41.953067,-87.776792,1,0,2007,06,29,1,0,0,1
2007-06-29,T145,41.878114000000004,-87.629798,1,0,2007,06,29,1,0,0,1
2007-06-29,T146,41.958271,-87.702575,2,0,2007,06,29,2,0,0,1
2007-06-29,T150,42.006858,-87.675919,1,0,2007,06,29,1,0,0,1
2007-06-29,T151,41.916265,-87.800515,1,0,2007,06,29,1,0,1,0
2007-06-29,T151,41.916265,-87.800515,5,0,2007,06,29,5,0,0,1
2007-06-29,T158,41.682587,-87.707973,6,0,2007,06,29,6,0,0,1
2007-06-29,T218,41.948167,-87.730698,5,0,2007,06,29,5,0,0,1
2007-06-29,T006,41.990284,-87.797127,1,0,2007,06,29,1,0,0,1
2007-06-29,T012,41.991429,-87.747113,1,0,2007,06,29,1,0,1,0
2007-06-29,T043,41.857402,-87.694991,2,0,2007,06,29,2,0,1,0
2007-06-29,T043,41.857402,-87.694991,3,0,2007,06,29,3,0,0,1
2007-06-29,T085,41.721474,-87.648064,1,0,2007,06,29,1,0,1,0
2007-06-29,T085,41.721474,-87.648064,1,0,2007,06,29,1,1,0,0
2007-06-29,T013,41.923738,-87.785288,1,0,2007,06,29,1,0,1,0
2007-06-29,T014,41.970248,-87.787992,1,0,2007,06,29,1,0,0,1
2007-06-29,T018,42.010412,-87.66214000000001,1,0,2007,06,29,1,0,0,1
2007-06-29,T030,41.899229999999996,-87.716788,1,0,2007,06,29,1,0,1,0
2007-06-29,T030,41.899229999999996,-87.716788,1,0,2007,06,29,1,0,0,1
2007-06-29,T084,41.692555,-87.598865,1,0,2007,06,29,1,0,1,0
2007-06-29,T084,41.692555,-87.598865,1,0,2007,06,29,1,0,0,1
2007-06-29,T144,41.94016,-87.794896,1,0,2007,06,29,1,0,1,0
2007-06-29,T160,41.903002,-87.68826700000001,1,0,2007,06,29,1,0,1,0
2007-07-02,T002,41.95469,-87.800991,3,0,2007,07,02,3,0,1,0
2007-07-02,T002,41.95469,-87.800991,2,0,2007,07,02,2,0,0,1
2007-07-02,T007,41.994991,-87.769279,4,0,2007,07,02,4,0,1,0
2007-07-02,T007,41.994991,-87.769279,4,0,2007,07,02,4,0,0,1
2007-07-02,T015,41.974089,-87.824812,3,0,2007,07,02,3,0,1,0
2007-07-02,T045,41.9216,-87.666455,2,0,2007,07,02,2,0,1,0
2007-07-02,T045,41.9216,-87.666455,2,0,2007,07,02,2,0,0,1
2007-07-02,T046,41.891118,-87.65449100000001,3,0,2007,07,02,3,0,1,0
2007-07-02,T046,41.891118,-87.65449100000001,16,0,2007,07,02,16,0,0,1
2007-07-02,T048,41.867108,-87.654224,1,0,2007,07,02,1,0,0,1
2007-07-02,T054,41.921965,-87.632085,2,0,2007,07,02,2,0,1,0
2007-07-02,T054,41.921965,-87.632085,1,0,2007,07,02,1,0,0,1
2007-07-02,T086,41.688324,-87.676709,2,0,2007,07,02,2,0,1,0
2007-07-02,T086,41.688324,-87.676709,3,0,2007,07,02,3,0,0,1
2007-07-02,T096,41.731922,-87.677512,3,0,2007,07,02,3,0,1,0
2007-07-02,T096,41.731922,-87.677512,4,0,2007,07,02,4,0,0,1
2007-07-02,T096,41.731922,-87.677512,3,0,2007,07,02,3,1,0,0
2007-07-02,T129,41.891126,-87.61156,2,0,2007,07,02,2,0,1,0
2007-07-02,T129,41.891126,-87.61156,1,0,2007,07,02,1,0,0,1
2007-07-02,T148,42.01743,-87.68776899999999,1,0,2007,07,02,1,0,0,1
2007-07-02,T009,41.981964000000005,-87.812827,2,0,2007,07,02,2,0,0,1
2007-07-02,T011,41.944869,-87.832763,6,0,2007,07,02,6,0,1,0
2007-07-02,T016,42.011601,-87.81150600000001,1,0,2007,07,02,1,0,0,1
2007-07-02,T019,41.94983,-87.69845699999999,1,0,2007,07,02,1,0,0,1
2007-07-02,T028,41.986921,-87.689778,1,0,2007,07,02,1,0,1,0
2007-07-02,T028,41.986921,-87.689778,5,0,2007,07,02,5,0,0,1
2007-07-02,T028,41.986921,-87.689778,1,0,2007,07,02,1,1,0,0
2007-07-02,T089,41.723195000000004,-87.64997,1,0,2007,07,02,1,0,1,0
2007-07-02,T090,41.868077,-87.666901,2,0,2007,07,02,2,0,1,0
2007-07-02,T090,41.868077,-87.666901,11,0,2007,07,02,11,0,0,1
2007-07-02,T092,41.869215999999994,-87.627561,2,0,2007,07,02,2,0,0,1
2007-07-02,T135,41.662014,-87.72460799999999,16,0,2007,07,02,16,0,1,0
2007-07-02,T135,41.662014,-87.72460799999999,12,0,2007,07,02,12,0,0,1
2007-07-02,T135,41.662014,-87.72460799999999,2,0,2007,07,02,2,0,0,0
2007-07-02,T142,41.953067,-87.776792,1,0,2007,07,02,1,0,1,0
2007-07-02,T142,41.953067,-87.776792,1,0,2007,07,02,1,0,0,1
2007-07-02,T145,41.878114000000004,-87.629798,1,0,2007,07,02,1,0,0,0
2007-07-02,T146,41.958271,-87.702575,1,0,2007,07,02,1,0,0,1
2007-07-02,T149,41.994469,-87.667736,1,0,2007,07,02,1,0,1,0
2007-07-02,T149,41.994469,-87.667736,1,0,2007,07,02,1,0,0,1
2007-07-02,T151,41.916265,-87.800515,5,0,2007,07,02,5,0,1,0
2007-07-02,T151,41.916265,-87.800515,2,0,2007,07,02,2,0,0,1
2007-07-02,T152,41.846075,-87.716277,1,0,2007,07,02,1,0,1,0
2007-07-02,T154,41.918704999999996,-87.752329,1,0,2007,07,02,1,0,1,0
2007-07-02,T158,41.682587,-87.707973,28,0,2007,07,02,28,0,1,0
2007-07-02,T158,41.682587,-87.707973,4,0,2007,07,02,4,0,0,1
2007-07-02,T218,41.948167,-87.730698,2,0,2007,07,02,2,0,1,0
2007-07-02,T003,41.964242,-87.757639,1,0,2007,07,02,1,0,0,1
2007-07-02,T006,41.990284,-87.797127,1,0,2007,07,02,1,0,0,1
2007-07-02,T008,42.008314,-87.77792099999999,4,0,2007,07,02,4,0,1,0
2007-07-02,T008,42.008314,-87.77792099999999,3,0,2007,07,02,3,0,0,1
2007-07-02,T012,41.991429,-87.747113,1,0,2007,07,02,1,0,0,0
2007-07-02,T037,41.921177,-87.79518,1,0,2007,07,02,1,0,1,0
2007-07-02,T037,41.921177,-87.79518,2,0,2007,07,02,2,0,0,1
2007-07-02,T043,41.857402,-87.694991,5,0,2007,07,02,5,0,1,0
2007-07-02,T047,41.868142,-87.696269,4,0,2007,07,02,4,0,1,0
2007-07-02,T047,41.868142,-87.696269,8,0,2007,07,02,8,0,0,1
2007-07-02,T051,41.846283,-87.656913,1,0,2007,07,02,1,0,1,0
2007-07-02,T085,41.721474,-87.648064,2,0,2007,07,02,2,0,1,0
2007-07-02,T088,41.869107,-87.69629300000001,1,0,2007,07,02,1,0,1,0
2007-07-02,T161,41.719059,-87.675088,3,0,2007,07,02,3,0,1,0
2007-07-02,T161,41.719059,-87.675088,2,0,2007,07,02,2,0,0,1
2007-07-02,T013,41.923738,-87.785288,6,0,2007,07,02,6,0,1,0
2007-07-02,T013,41.923738,-87.785288,1,0,2007,07,02,1,0,0,1
2007-07-02,T014,41.970248,-87.787992,5,0,2007,07,02,5,0,1,0
2007-07-02,T014,41.970248,-87.787992,1,0,2007,07,02,1,0,0,1
2007-07-02,T018,42.010412,-87.66214000000001,1,0,2007,07,02,1,0,1,0
2007-07-02,T030,41.899229999999996,-87.716788,3,0,2007,07,02,3,0,1,0
2007-07-02,T030,41.899229999999996,-87.716788,2,0,2007,07,02,2,0,0,1
2007-07-02,T005,41.942114000000004,-87.776385,3,0,2007,07,02,3,0,1,0
2007-07-02,T017,41.960615999999995,-87.777189,1,0,2007,07,02,1,0,1,0
2007-07-02,T044,41.883284,-87.705085,2,0,2007,07,02,2,0,1,0
2007-07-02,T044,41.883284,-87.705085,1,0,2007,07,02,1,0,0,1
2007-07-02,T095,41.704336,-87.70373599999999,1,0,2007,07,02,1,0,1,0
2007-07-11,T002,41.95469,-87.800991,18,0,2007,07,11,18,0,1,0
2007-07-11,T002,41.95469,-87.800991,7,0,2007,07,11,7,0,0,1
2007-07-11,T002,41.95469,-87.800991,2,0,2007,07,11,2,1,0,0
2007-07-11,T007,41.994991,-87.769279,3,0,2007,07,11,3,0,1,0
2007-07-11,T015,41.974089,-87.824812,1,0,2007,07,11,1,0,1,0
2007-07-11,T015,41.974089,-87.824812,1,0,2007,07,11,3,0,0,1
2007-07-11,T045,41.9216,-87.666455,4,0,2007,07,11,4,0,1,0
2007-07-11,T045,41.9216,-87.666455,1,0,2007,07,11,1,0,0,1
2007-07-11,T046,41.891118,-87.65449100000001,6,0,2007,07,11,6,0,1,0
2007-07-11,T046,41.891118,-87.65449100000001,5,0,2007,07,11,5,0,0,1
2007-07-11,T046,41.891118,-87.65449100000001,3,0,2007,07,11,3,1,0,0
2007-07-11,T048,41.867108,-87.654224,3,0,2007,07,11,3,0,1,0
2007-07-11,T048,41.867108,-87.654224,1,0,2007,07,11,1,0,0,1
2007-07-11,T049,41.896282,-87.655232,2,0,2007,07,11,2,0,1,0
2007-07-11,T049,41.896282,-87.655232,1,0,2007,07,11,1,0,0,1
2007-07-11,T054,41.921965,-87.632085,1,0,2007,07,11,1,0,1,0
2007-07-11,T054,41.921965,-87.632085,1,0,2007,07,11,1,0,0,1
2007-07-11,T086,41.688324,-87.676709,50,0,2007,07,11,143,0,1,0
2007-07-11,T086,41.688324,-87.676709,1,0,2007,07,11,9,0,0,1
2007-07-11,T086,41.688324,-87.676709,19,0,2007,07,11,19,1,0,0
2007-07-11,T086,41.688324,-87.676709,2,0,2007,07,11,3,0,0,0
2007-07-11,T091,41.862292,-87.64886,14,0,2007,07,11,14,0,1,0
2007-07-11,T091,41.862292,-87.64886,1,0,2007,07,11,1,1,0,0
2007-07-11,T094,41.720848,-87.666014,1,0,2007,07,11,1,0,1,0
2007-07-11,T096,41.731922,-87.677512,22,0,2007,07,11,22,0,1,0
2007-07-11,T096,41.731922,-87.677512,21,0,2007,07,11,21,0,0,1
2007-07-11,T096,41.731922,-87.677512,2,0,2007,07,11,2,1,0,0
2007-07-11,T143,41.999128999999996,-87.795585,1,0,2007,07,11,1,0,0,1
2007-07-11,T148,42.01743,-87.68776899999999,1,0,2007,07,11,1,0,1,0
2007-07-11,T148,42.01743,-87.68776899999999,2,0,2007,07,11,2,0,0,1
2007-07-11,T148,42.01743,-87.68776899999999,1,0,2007,07,11,1,0,0,0
2007-07-11,T009,41.981964000000005,-87.812827,1,0,2007,07,11,1,0,1,0
2007-07-11,T009,41.981964000000005,-87.812827,14,0,2007,07,11,14,0,0,1
2007-07-11,T011,41.944869,-87.832763,8,0,2007,07,11,8,0,1,0
2007-07-11,T011,41.944869,-87.832763,1,0,2007,07,11,3,0,0,1
2007-07-11,T011,41.944869,-87.832763,1,0,2007,07,11,1,1,0,0
2007-07-11,T016,42.011601,-87.81150600000001,37,0,2007,07,11,51,0,1,0
2007-07-11,T016,42.011601,-87.81150600000001,8,0,2007,07,11,12,0,0,1
2007-07-11,T016,42.011601,-87.81150600000001,3,0,2007,07,11,3,1,0,0
2007-07-11,T019,41.94983,-87.69845699999999,1,0,2007,07,11,1,0,1,0
2007-07-11,T025,41.979243,-87.750938,7,0,2007,07,11,7,0,1,0
2007-07-11,T025,41.979243,-87.750938,2,0,2007,07,11,2,0,0,1
2007-07-11,T028,41.986921,-87.689778,1,0,2007,07,11,1,0,1,0
2007-07-11,T028,41.986921,-87.689778,2,0,2007,07,11,2,0,0,1
2007-07-11,T031,41.801497999999995,-87.763416,1,0,2007,07,11,1,0,0,1
2007-07-11,T033,41.906638,-87.701431,1,0,2007,07,11,1,0,1,0
2007-07-11,T089,41.723195000000004,-87.64997,1,0,2007,07,11,1,0,1,0
2007-07-11,T089,41.723195000000004,-87.64997,2,0,2007,07,11,2,0,0,1
2007-07-11,T090,41.868077,-87.666901,27,0,2007,07,11,27,0,1,0
2007-07-11,T090,41.868077,-87.666901,5,0,2007,07,11,5,0,0,1
2007-07-11,T092,41.869215999999994,-87.627561,5,0,2007,07,11,5,0,1,0
2007-07-11,T092,41.869215999999994,-87.627561,1,0,2007,07,11,1,1,0,0
2007-07-11,T135,41.662014,-87.72460799999999,18,0,2007,07,11,18,0,1,0
2007-07-11,T135,41.662014,-87.72460799999999,4,0,2007,07,11,4,0,0,1
2007-07-11,T135,41.662014,-87.72460799999999,1,0,2007,07,11,1,1,0,0
2007-07-11,T141,41.961743,-87.76007,1,0,2007,07,11,1,0,1,0
2007-07-11,T142,41.953067,-87.776792,1,0,2007,07,11,1,0,1,0
2007-07-11,T142,41.953067,-87.776792,1,0,2007,07,11,1,0,0,1
2007-07-11,T145,41.878114000000004,-87.629798,3,0,2007,07,11,3,0,1,0
2007-07-11,T145,41.878114000000004,-87.629798,1,0,2007,07,11,1,0,0,1
2007-07-11,T146,41.958271,-87.702575,13,0,2007,07,11,13,0,1,0
2007-07-11,T146,41.958271,-87.702575,2,0,2007,07,11,2,0,0,1
2007-07-11,T146,41.958271,-87.702575,1,0,2007,07,11,1,1,0,0
2007-07-11,T150,42.006858,-87.675919,1,0,2007,07,11,1,0,1,0
2007-07-11,T151,41.916265,-87.800515,4,0,2007,07,11,4,0,1,0
